transaction_id,is_fraud,fraud_score,fraud_type,detection_method,time_to_detection_hours
TXN00016625,0,0.067,,,
TXN00045111,0,0.033,,,
TXN00003581,0,0.02,,,
TXN00005079,0,0.12,,,
TXN00037720,0,0.051,,,
TXN00042769,0,0.192,,,
TXN00009641,0,0.109,,,
TXN00003052,0,0.15,,,
TXN00012437,0,0.079,,,
TXN00007171,0,0.044,,,
TXN00019644,0,0.27,,,
TXN00021929,0,0.252,,,
TXN00021433,0,0.076,,,
TXN00001984,0,0.192,,,
TXN00037914,0,0.085,,,
TXN00034116,0,0.05,,,
TXN00042799,0,0.218,,,
TXN00046096,0,0.148,,,
TXN00019340,0,0.076,,,
TXN00005965,0,0.108,,,
TXN00002730,0,0.035,,,
TXN00035494,0,0.104,,,
TXN00004902,0,0.242,,,
TXN00013083,0,0.059,,,
TXN00020484,0,0.206,,,
TXN00017625,0,0.188,,,
TXN00019055,0,0.002,,,
TXN00009963,0,0.157,,,
TXN00031497,0,0.078,,,
TXN00041589,0,0.107,,,
TXN00040146,0,0.082,,,
TXN00049128,0,0.1,,,
TXN00005375,0,0.181,,,
TXN00010295,0,0.092,,,
TXN00033428,0,0.119,,,
TXN00034351,0,0.123,,,
TXN00038050,0,0.241,,,
TXN00003906,0,0.147,,,
TXN00025388,0,0.112,,,
TXN00006448,0,0.157,,,
TXN00036331,0,0.138,,,
TXN00004476,0,0.278,,,
TXN00013250,0,0.018,,,
TXN00039032,0,0.056,,,
TXN00048388,1,0.833,account_takeover,rule_based,68.43601088341899
TXN00024517,0,0.085,,,
TXN00003317,0,0.036,,,
TXN00046923,0,0.122,,,
TXN00011445,0,0.085,,,
TXN00043272,0,0.244,,,
TXN00033060,0,0.262,,,
TXN00007054,0,0.037,,,
TXN00007084,0,0.29,,,
TXN00045763,0,0.239,,,
TXN00015958,0,0.12,,,
TXN00011940,1,0.612,stolen_card,ml_model,42.80985626323099
TXN00038384,0,0.134,,,
TXN00039175,0,0.017,,,
TXN00033486,0,0.157,,,
TXN00028726,0,0.156,,,
TXN00028937,0,0.183,,,
TXN00007269,0,0.17,,,
TXN00000624,0,0.079,,,
TXN00034277,0,0.098,,,
TXN00024677,0,0.103,,,
TXN00028033,0,0.046,,,
TXN00041559,0,0.188,,,
TXN00017125,0,0.002,,,
TXN00003548,0,0.207,,,
TXN00002052,0,0.216,,,
TXN00011024,0,0.25,,,
TXN00012179,0,0.244,,,
TXN00038080,0,0.228,,,
TXN00040174,0,0.12,,,
TXN00028574,0,0.147,,,
TXN00014595,0,0.133,,,
TXN00011628,0,0.049,,,
TXN00043462,0,0.081,,,
TXN00005999,0,0.238,,,
TXN00036970,0,0.142,,,
TXN00012224,0,0.248,,,
TXN00005124,0,0.2,,,
TXN00002413,0,0.214,,,
TXN00027706,0,0.024,,,
TXN00009023,0,0.27,,,
TXN00035073,0,0.132,,,
TXN00029505,0,0.077,,,
TXN00005073,0,0.199,,,
TXN00014941,0,0.298,,,
TXN00025872,0,0.03,,,
TXN00035986,1,0.959,friendly_fraud,customer_report,10.021917639573495
TXN00027339,0,0.279,,,
TXN00044737,0,0.11,,,
TXN00003278,0,0.232,,,
TXN00030225,0,0.233,,,
TXN00034044,0,0.239,,,
TXN00049585,0,0.07,,,
TXN00024039,0,0.08,,,
TXN00008565,0,0.207,,,
TXN00006303,0,0.128,,,
TXN00006623,0,0.124,,,
TXN00010963,0,0.069,,,
TXN00013881,0,0.06,,,
TXN00037959,0,0.056,,,
TXN00012226,0,0.207,,,
TXN00007415,0,0.243,,,
TXN00021423,0,0.117,,,
TXN00009977,0,0.125,,,
TXN00005282,0,0.059,,,
TXN00034101,0,0.104,,,
TXN00025852,0,0.118,,,
TXN00030936,0,0.19,,,
TXN00036936,0,0.272,,,
TXN00044623,0,0.022,,,
TXN00039807,0,0.249,,,
TXN00019803,0,0.073,,,
TXN00032500,0,0.084,,,
TXN00048694,0,0.085,,,
TXN00049405,0,0.202,,,
TXN00032823,0,0.157,,,
TXN00032118,0,0.241,,,
TXN00004613,0,0.113,,,
TXN00030955,0,0.21,,,
TXN00022023,0,0.124,,,
TXN00014812,0,0.095,,,
TXN00023296,0,0.201,,,
TXN00049341,0,0.188,,,
TXN00028155,0,0.24,,,
TXN00015276,0,0.038,,,
TXN00025088,0,0.078,,,
TXN00032600,0,0.257,,,
TXN00035519,0,0.102,,,
TXN00018226,0,0.039,,,
TXN00036803,0,0.043,,,
TXN00008080,0,0.203,,,
TXN00027869,0,0.231,,,
TXN00039386,0,0.037,,,
TXN00005886,0,0.251,,,
TXN00002364,0,0.204,,,
TXN00032099,0,0.163,,,
TXN00035407,0,0.135,,,
TXN00011169,0,0.276,,,
TXN00001525,0,0.14,,,
TXN00043143,0,0.055,,,
TXN00003636,0,0.013,,,
TXN00044092,0,0.065,,,
TXN00020504,0,0.192,,,
TXN00035222,0,0.07,,,
TXN00035208,0,0.273,,,
TXN00010738,0,0.256,,,
TXN00037075,0,0.225,,,
TXN00035653,0,0.203,,,
TXN00040867,0,0.284,,,
TXN00039824,0,0.241,,,
TXN00020658,0,0.221,,,
TXN00044313,0,0.017,,,
TXN00048082,0,0.129,,,
TXN00006067,0,0.139,,,
TXN00012551,0,0.292,,,
TXN00043464,0,0.264,,,
TXN00037587,0,0.214,,,
TXN00008338,0,0.084,,,
TXN00018624,0,0.219,,,
TXN00036320,0,0.268,,,
TXN00014004,0,0.137,,,
TXN00007135,0,0.07,,,
TXN00001355,0,0.25,,,
TXN00026430,0,0.247,,,
TXN00022159,0,0.105,,,
TXN00027013,0,0.281,,,
TXN00025335,0,0.197,,,
TXN00047025,0,0.028,,,
TXN00008173,0,0.124,,,
TXN00007192,0,0.078,,,
TXN00040816,0,0.026,,,
TXN00025674,0,0.22,,,
TXN00003647,0,0.03,,,
TXN00047941,0,0.222,,,
TXN00042047,0,0.272,,,
TXN00024859,0,0.117,,,
TXN00023389,0,0.205,,,
TXN00047270,0,0.209,,,
TXN00046732,0,0.159,,,
TXN00010479,0,0.098,,,
TXN00049684,0,0.296,,,
TXN00010350,0,0.067,,,
TXN00012152,0,0.203,,,
TXN00000922,1,0.993,account_takeover,customer_report,32.797746330703845
TXN00015029,0,0.116,,,
TXN00015968,0,0.025,,,
TXN00043235,0,0.229,,,
TXN00034316,0,0.073,,,
TXN00009464,0,0.263,,,
TXN00042820,0,0.064,,,
TXN00027343,0,0.13,,,
TXN00007298,1,0.906,friendly_fraud,manual_review,11.089630454984524
TXN00002010,0,0.276,,,
TXN00007050,0,0.02,,,
TXN00020203,0,0.236,,,
TXN00040000,0,0.205,,,
TXN00032076,0,0.198,,,
TXN00039923,0,0.166,,,
TXN00028595,0,0.122,,,
TXN00001688,0,0.13,,,
TXN00023218,0,0.005,,,
TXN00015374,0,0.279,,,
TXN00031801,0,0.091,,,
TXN00006148,0,0.282,,,
TXN00002546,1,0.953,account_takeover,customer_report,52.478974175232736
TXN00030851,0,0.288,,,
TXN00031177,0,0.107,,,
TXN00015205,0,0.002,,,
TXN00033339,0,0.024,,,
TXN00042347,0,0.05,,,
TXN00004497,0,0.208,,,
TXN00005880,0,0.247,,,
TXN00003558,0,0.192,,,
TXN00043755,0,0.241,,,
TXN00034168,0,0.016,,,
TXN00024909,0,0.166,,,
TXN00045746,0,0.081,,,
TXN00016916,0,0.152,,,
TXN00023966,0,0.281,,,
TXN00024515,0,0.254,,,
TXN00014534,0,0.026,,,
TXN00038623,0,0.248,,,
TXN00030251,0,0.127,,,
TXN00041878,0,0.118,,,
TXN00048362,1,0.842,account_takeover,rule_based,36.25105847855214
TXN00012281,0,0.123,,,
TXN00046595,0,0.053,,,
TXN00040100,0,0.103,,,
TXN00015330,0,0.074,,,
TXN00029066,0,0.05,,,
TXN00010347,0,0.003,,,
TXN00029100,0,0.102,,,
TXN00034677,0,0.262,,,
TXN00002273,0,0.147,,,
TXN00046037,1,0.976,synthetic_identity,rule_based,8.513573880067163
TXN00011199,0,0.236,,,
TXN00022393,0,0.047,,,
TXN00045034,0,0.127,,,
TXN00009399,0,0.241,,,
TXN00038839,0,0.006,,,
TXN00001764,0,0.166,,,
TXN00012701,0,0.015,,,
TXN00033797,0,0.117,,,
TXN00009093,0,0.087,,,
TXN00001758,0,0.208,,,
TXN00012743,0,0.166,,,
TXN00018643,0,0.25,,,
TXN00022163,0,0.04,,,
TXN00024225,0,0.112,,,
TXN00003479,0,0.075,,,
TXN00034185,0,0.17,,,
TXN00023713,0,0.046,,,
TXN00001205,0,0.121,,,
TXN00027036,0,0.105,,,
TXN00042735,0,0.048,,,
TXN00047092,0,0.062,,,
TXN00015352,0,0.023,,,
TXN00044254,0,0.022,,,
TXN00034728,0,0.013,,,
TXN00039936,0,0.074,,,
TXN00012884,0,0.03,,,
TXN00001433,0,0.087,,,
TXN00041904,0,0.21,,,
TXN00022303,0,0.062,,,
TXN00049589,0,0.068,,,
TXN00044222,0,0.022,,,
TXN00020502,0,0.231,,,
TXN00006166,0,0.016,,,
TXN00021542,0,0.085,,,
TXN00035579,0,0.083,,,
TXN00014220,0,0.217,,,
TXN00039297,0,0.098,,,
TXN00027321,0,0.113,,,
TXN00002459,0,0.145,,,
TXN00017639,0,0.195,,,
TXN00007631,1,0.807,friendly_fraud,manual_review,14.937811446548954
TXN00042513,0,0.16,,,
TXN00021840,0,0.207,,,
TXN00049431,0,0.049,,,
TXN00039243,0,0.023,,,
TXN00013818,0,0.274,,,
TXN00041783,0,0.066,,,
TXN00007344,0,0.021,,,
TXN00049241,0,0.1,,,
TXN00025220,0,0.033,,,
TXN00003578,0,0.168,,,
TXN00007786,0,0.144,,,
TXN00034709,0,0.162,,,
TXN00038157,0,0.095,,,
TXN00003595,0,0.078,,,
TXN00038340,0,0.153,,,
TXN00038550,0,0.056,,,
TXN00021607,0,0.297,,,
TXN00038900,0,0.231,,,
TXN00004935,0,0.03,,,
TXN00014193,0,0.025,,,
TXN00022373,0,0.078,,,
TXN00013615,0,0.034,,,
TXN00009247,0,0.156,,,
TXN00045723,0,0.274,,,
TXN00018411,0,0.29,,,
TXN00038917,0,0.242,,,
TXN00035791,0,0.083,,,
TXN00000154,0,0.091,,,
TXN00012384,0,0.232,,,
TXN00040766,0,0.233,,,
TXN00016633,0,0.281,,,
TXN00034818,0,0.022,,,
TXN00035038,0,0.076,,,
TXN00001010,0,0.105,,,
TXN00035047,0,0.22,,,
TXN00047035,0,0.007,,,
TXN00034263,0,0.074,,,
TXN00016021,0,0.034,,,
TXN00036448,0,0.282,,,
TXN00022172,0,0.053,,,
TXN00021937,0,0.268,,,
TXN00004416,0,0.062,,,
TXN00034791,0,0.076,,,
TXN00014278,0,0.225,,,
TXN00021657,0,0.131,,,
TXN00040988,0,0.064,,,
TXN00046914,0,0.061,,,
TXN00022676,0,0.22,,,
TXN00022593,0,0.135,,,
TXN00029649,0,0.285,,,
TXN00034919,0,0.214,,,
TXN00019582,0,0.089,,,
TXN00024312,0,0.254,,,
TXN00047461,0,0.096,,,
TXN00006058,0,0.142,,,
TXN00044358,0,0.073,,,
TXN00018554,0,0.162,,,
TXN00046066,0,0.174,,,
TXN00018646,0,0.159,,,
TXN00015663,0,0.013,,,
TXN00035462,0,0.06,,,
TXN00039686,0,0.108,,,
TXN00005047,0,0.218,,,
TXN00045671,0,0.025,,,
TXN00017408,0,0.273,,,
TXN00012631,0,0.262,,,
TXN00013766,0,0.063,,,
TXN00023419,0,0.161,,,
TXN00034156,0,0.109,,,
TXN00017661,0,0.143,,,
TXN00007055,0,0.286,,,
TXN00033496,0,0.113,,,
TXN00027068,0,0.28,,,
TXN00041605,0,0.021,,,
TXN00013827,0,0.239,,,
TXN00046822,0,0.158,,,
TXN00007895,0,0.149,,,
TXN00035640,0,0.126,,,
TXN00016514,0,0.19,,,
TXN00037260,0,0.16,,,
TXN00037855,0,0.023,,,
TXN00046638,0,0.209,,,
TXN00020593,0,0.099,,,
TXN00033162,0,0.191,,,
TXN00027073,0,0.099,,,
TXN00029007,0,0.0,,,
TXN00033783,0,0.17,,,
TXN00034956,0,0.154,,,
TXN00013691,0,0.031,,,
TXN00024955,0,0.032,,,
TXN00007898,0,0.144,,,
TXN00048735,0,0.297,,,
TXN00005419,1,0.781,stolen_card,manual_review,13.98716912036565
TXN00046353,0,0.294,,,
TXN00036397,0,0.23,,,
TXN00039710,0,0.1,,,
TXN00035064,0,0.109,,,
TXN00044897,0,0.097,,,
TXN00036154,0,0.198,,,
TXN00011881,0,0.053,,,
TXN00023399,0,0.124,,,
TXN00026003,0,0.118,,,
TXN00015551,0,0.261,,,
TXN00000341,0,0.203,,,
TXN00023209,0,0.25,,,
TXN00039655,0,0.151,,,
TXN00018916,0,0.07,,,
TXN00008386,0,0.193,,,
TXN00017879,0,0.066,,,
TXN00018902,1,0.731,stolen_card,manual_review,81.25529850083888
TXN00015949,0,0.07,,,
TXN00026718,0,0.174,,,
TXN00019810,0,0.247,,,
TXN00015096,0,0.077,,,
TXN00016549,0,0.089,,,
TXN00010329,1,0.76,stolen_card,customer_report,65.08255513628416
TXN00038657,0,0.297,,,
TXN00016690,0,0.287,,,
TXN00024980,0,0.123,,,
TXN00032652,0,0.041,,,
TXN00027760,0,0.116,,,
TXN00013604,0,0.125,,,
TXN00037770,0,0.274,,,
TXN00012297,0,0.205,,,
TXN00028449,0,0.266,,,
TXN00049243,0,0.139,,,
TXN00006486,0,0.134,,,
TXN00001258,0,0.035,,,
TXN00003166,0,0.231,,,
TXN00022089,0,0.078,,,
TXN00033925,0,0.207,,,
TXN00048356,0,0.002,,,
TXN00040518,0,0.056,,,
TXN00043635,0,0.111,,,
TXN00012217,0,0.269,,,
TXN00048033,0,0.202,,,
TXN00040446,0,0.149,,,
TXN00006895,0,0.154,,,
TXN00014057,0,0.002,,,
TXN00024602,0,0.038,,,
TXN00038937,0,0.155,,,
TXN00008760,0,0.07,,,
TXN00009965,0,0.081,,,
TXN00034234,0,0.059,,,
TXN00028284,0,0.028,,,
TXN00047312,0,0.225,,,
TXN00045876,0,0.094,,,
TXN00016627,0,0.272,,,
TXN00005893,0,0.07,,,
TXN00046119,1,0.72,synthetic_identity,customer_report,51.672279341449794
TXN00040750,0,0.114,,,
TXN00002496,0,0.057,,,
TXN00037967,0,0.29,,,
TXN00030770,0,0.107,,,
TXN00045783,0,0.174,,,
TXN00000579,0,0.061,,,
TXN00010114,0,0.227,,,
TXN00010400,0,0.068,,,
TXN00005504,0,0.071,,,
TXN00046627,0,0.262,,,
TXN00048291,0,0.052,,,
TXN00009753,0,0.059,,,
TXN00001374,0,0.224,,,
TXN00047233,0,0.151,,,
TXN00007910,0,0.189,,,
TXN00006063,0,0.116,,,
TXN00026597,0,0.227,,,
TXN00023696,0,0.154,,,
TXN00030825,0,0.147,,,
TXN00041474,0,0.16,,,
TXN00000234,0,0.109,,,
TXN00019994,0,0.159,,,
TXN00007294,0,0.042,,,
TXN00031310,0,0.07,,,
TXN00025670,0,0.19,,,
TXN00043690,0,0.189,,,
TXN00003765,0,0.229,,,
TXN00029304,1,0.615,account_takeover,ml_model,43.085197112158596
TXN00018815,0,0.092,,,
TXN00029580,0,0.176,,,
TXN00017271,0,0.174,,,
TXN00040823,0,0.121,,,
TXN00009245,0,0.112,,,
TXN00043931,0,0.035,,,
TXN00003995,0,0.148,,,
TXN00037478,0,0.099,,,
TXN00044384,0,0.289,,,
TXN00010127,0,0.13,,,
TXN00006056,0,0.057,,,
TXN00044628,0,0.112,,,
TXN00002689,0,0.02,,,
TXN00030289,0,0.025,,,
TXN00006107,0,0.103,,,
TXN00030881,0,0.172,,,
TXN00048318,0,0.196,,,
TXN00038779,0,0.079,,,
TXN00014620,0,0.166,,,
TXN00036394,0,0.027,,,
TXN00020143,0,0.102,,,
TXN00000583,0,0.223,,,
TXN00020990,0,0.146,,,
TXN00044876,0,0.043,,,
TXN00004789,0,0.181,,,
TXN00003580,0,0.007,,,
TXN00044278,0,0.287,,,
TXN00036582,0,0.133,,,
TXN00014972,0,0.164,,,
TXN00000456,1,0.674,stolen_card,customer_report,31.5634740591467
TXN00039459,0,0.096,,,
TXN00034625,0,0.129,,,
TXN00020149,0,0.174,,,
TXN00041838,0,0.057,,,
TXN00015164,0,0.042,,,
TXN00033555,0,0.018,,,
TXN00031432,0,0.013,,,
TXN00031401,0,0.284,,,
TXN00011723,0,0.098,,,
TXN00010376,0,0.033,,,
TXN00036733,0,0.003,,,
TXN00033792,0,0.122,,,
TXN00021718,0,0.126,,,
TXN00016644,0,0.168,,,
TXN00042311,0,0.158,,,
TXN00019723,0,0.163,,,
TXN00016713,0,0.165,,,
TXN00009608,0,0.243,,,
TXN00007367,0,0.027,,,
TXN00032722,0,0.104,,,
TXN00013327,0,0.275,,,
TXN00031835,0,0.13,,,
TXN00020076,0,0.249,,,
TXN00044297,0,0.023,,,
TXN00002313,0,0.09,,,
TXN00029269,0,0.074,,,
TXN00041506,0,0.168,,,
TXN00034435,0,0.187,,,
TXN00019879,0,0.047,,,
TXN00007026,0,0.063,,,
TXN00034928,0,0.279,,,
TXN00038778,0,0.284,,,
TXN00029740,0,0.124,,,
TXN00023671,0,0.031,,,
TXN00031957,0,0.123,,,
TXN00000096,0,0.266,,,
TXN00033675,0,0.272,,,
TXN00028758,0,0.099,,,
TXN00012897,0,0.277,,,
TXN00024555,0,0.245,,,
TXN00007848,0,0.289,,,
TXN00002149,0,0.025,,,
TXN00035903,0,0.159,,,
TXN00036658,0,0.28,,,
TXN00005682,0,0.053,,,
TXN00024916,0,0.017,,,
TXN00010516,0,0.066,,,
TXN00039514,0,0.131,,,
TXN00018928,0,0.199,,,
TXN00032578,0,0.22,,,
TXN00039145,0,0.053,,,
TXN00032367,0,0.065,,,
TXN00016097,0,0.136,,,
TXN00010821,0,0.247,,,
TXN00009825,1,0.783,synthetic_identity,rule_based,1.7810658689927792
TXN00049478,0,0.158,,,
TXN00046512,0,0.223,,,
TXN00002629,0,0.139,,,
TXN00019425,0,0.141,,,
TXN00036928,0,0.066,,,
TXN00017548,0,0.226,,,
TXN00045565,0,0.004,,,
TXN00008894,0,0.234,,,
TXN00040887,0,0.247,,,
TXN00015801,0,0.113,,,
TXN00034740,0,0.189,,,
TXN00044667,0,0.211,,,
TXN00016785,0,0.235,,,
TXN00019228,0,0.087,,,
TXN00010186,0,0.293,,,
TXN00021770,0,0.08,,,
TXN00037709,0,0.171,,,
TXN00029271,0,0.117,,,
TXN00018919,0,0.221,,,
TXN00020598,0,0.141,,,
TXN00024599,0,0.096,,,
TXN00013511,0,0.14,,,
TXN00006545,0,0.025,,,
TXN00046476,0,0.263,,,
TXN00008108,0,0.154,,,
TXN00006643,0,0.176,,,
TXN00014517,0,0.284,,,
TXN00030525,0,0.089,,,
TXN00015860,0,0.021,,,
TXN00044553,0,0.072,,,
TXN00029475,0,0.076,,,
TXN00022395,0,0.126,,,
TXN00029540,0,0.294,,,
TXN00009302,0,0.295,,,
TXN00043389,1,0.776,stolen_card,customer_report,66.98834706303427
TXN00031178,0,0.217,,,
TXN00018617,0,0.247,,,
TXN00047528,0,0.096,,,
TXN00049265,0,0.278,,,
TXN00048584,0,0.097,,,
TXN00025822,0,0.12,,,
TXN00000424,0,0.049,,,
TXN00008320,0,0.263,,,
TXN00025201,0,0.193,,,
TXN00019271,0,0.242,,,
TXN00010918,0,0.033,,,
TXN00040872,0,0.102,,,
TXN00030596,0,0.037,,,
TXN00018131,0,0.27,,,
TXN00046297,0,0.177,,,
TXN00015838,0,0.22,,,
TXN00009497,0,0.287,,,
TXN00048507,0,0.166,,,
TXN00039577,0,0.08,,,
TXN00040552,0,0.153,,,
TXN00029847,0,0.274,,,
TXN00023587,0,0.067,,,
TXN00025731,0,0.005,,,
TXN00008720,0,0.191,,,
TXN00032319,0,0.166,,,
TXN00049081,0,0.236,,,
TXN00023606,0,0.283,,,
TXN00001138,0,0.07,,,
TXN00029386,0,0.038,,,
TXN00034299,0,0.107,,,
TXN00028511,0,0.091,,,
TXN00042572,0,0.295,,,
TXN00015050,0,0.07,,,
TXN00049778,0,0.007,,,
TXN00019556,0,0.223,,,
TXN00007855,0,0.202,,,
TXN00000042,0,0.105,,,
TXN00011568,0,0.033,,,
TXN00000986,0,0.084,,,
TXN00047784,0,0.155,,,
TXN00011702,0,0.157,,,
TXN00035365,0,0.22,,,
TXN00004505,0,0.175,,,
TXN00036055,0,0.233,,,
TXN00020915,0,0.208,,,
TXN00000979,0,0.29,,,
TXN00045219,0,0.133,,,
TXN00016409,0,0.098,,,
TXN00009569,0,0.045,,,
TXN00007484,0,0.072,,,
TXN00030173,0,0.005,,,
TXN00048738,0,0.185,,,
TXN00009239,1,0.872,synthetic_identity,customer_report,4.856314524688172
TXN00007353,0,0.136,,,
TXN00021445,0,0.259,,,
TXN00036169,0,0.164,,,
TXN00015700,0,0.185,,,
TXN00032261,0,0.053,,,
TXN00046172,0,0.032,,,
TXN00020530,0,0.056,,,
TXN00014165,0,0.135,,,
TXN00030140,0,0.014,,,
TXN00014525,0,0.153,,,
TXN00008787,0,0.274,,,
TXN00043996,0,0.072,,,
TXN00002970,0,0.179,,,
TXN00001132,0,0.017,,,
TXN00027239,0,0.2,,,
TXN00046972,0,0.172,,,
TXN00048634,0,0.282,,,
TXN00041116,0,0.097,,,
TXN00022928,0,0.255,,,
TXN00038794,0,0.1,,,
TXN00047550,0,0.217,,,
TXN00044309,0,0.089,,,
TXN00043042,0,0.289,,,
TXN00049421,0,0.261,,,
TXN00011437,0,0.161,,,
TXN00009154,0,0.275,,,
TXN00031211,0,0.112,,,
TXN00031435,0,0.194,,,
TXN00014448,0,0.246,,,
TXN00042232,0,0.062,,,
TXN00027790,0,0.222,,,
TXN00027949,0,0.022,,,
TXN00010084,0,0.228,,,
TXN00037058,0,0.269,,,
TXN00044446,1,0.615,account_takeover,manual_review,23.029585590360696
TXN00040336,0,0.123,,,
TXN00001664,0,0.016,,,
TXN00026479,0,0.256,,,
TXN00020520,0,0.175,,,
TXN00033715,0,0.29,,,
TXN00037315,0,0.043,,,
TXN00005820,0,0.294,,,
TXN00029156,0,0.095,,,
TXN00029073,0,0.21,,,
TXN00020185,1,0.835,chargeback_fraud,ml_model,13.067406791158895
TXN00039905,0,0.137,,,
TXN00023432,0,0.149,,,
TXN00001584,0,0.102,,,
TXN00002598,0,0.144,,,
TXN00026669,0,0.07,,,
TXN00034079,0,0.026,,,
TXN00001988,0,0.251,,,
TXN00033566,0,0.098,,,
TXN00035557,1,0.894,synthetic_identity,ml_model,12.258980267341816
TXN00022591,0,0.246,,,
TXN00039162,0,0.045,,,
TXN00017632,0,0.29,,,
TXN00041319,0,0.226,,,
TXN00006211,0,0.023,,,
TXN00044902,0,0.068,,,
TXN00030556,0,0.239,,,
TXN00025802,0,0.097,,,
TXN00019297,0,0.03,,,
TXN00013627,0,0.07,,,
TXN00040219,0,0.221,,,
TXN00016213,0,0.12,,,
TXN00049149,0,0.286,,,
TXN00020579,0,0.129,,,
TXN00025792,0,0.258,,,
TXN00021644,0,0.162,,,
TXN00041881,0,0.09,,,
TXN00025230,0,0.023,,,
TXN00008673,0,0.171,,,
TXN00009597,0,0.016,,,
TXN00007476,0,0.152,,,
TXN00001451,0,0.019,,,
TXN00043716,0,0.156,,,
TXN00022930,0,0.058,,,
TXN00019733,0,0.105,,,
TXN00007068,0,0.076,,,
TXN00019793,0,0.194,,,
TXN00000143,0,0.219,,,
TXN00049836,0,0.185,,,
TXN00002877,0,0.114,,,
TXN00031673,0,0.214,,,
TXN00009152,0,0.159,,,
TXN00031404,0,0.194,,,
TXN00049927,0,0.079,,,
TXN00035424,0,0.093,,,
TXN00016784,0,0.222,,,
TXN00036209,0,0.098,,,
TXN00013998,0,0.092,,,
TXN00001330,0,0.017,,,
TXN00033703,0,0.245,,,
TXN00010169,0,0.165,,,
TXN00038250,0,0.293,,,
TXN00022293,0,0.271,,,
TXN00000835,0,0.03,,,
TXN00025692,0,0.125,,,
TXN00002086,0,0.195,,,
TXN00019821,0,0.118,,,
TXN00006939,0,0.257,,,
TXN00025097,0,0.18,,,
TXN00009009,0,0.085,,,
TXN00001939,0,0.223,,,
TXN00008021,0,0.104,,,
TXN00030734,0,0.168,,,
TXN00042894,0,0.188,,,
TXN00005360,0,0.052,,,
TXN00041028,0,0.186,,,
TXN00031473,0,0.175,,,
TXN00016645,0,0.032,,,
TXN00042386,0,0.043,,,
TXN00004218,0,0.043,,,
TXN00018893,0,0.123,,,
TXN00026403,0,0.049,,,
TXN00026103,0,0.028,,,
TXN00000650,0,0.125,,,
TXN00024636,1,0.68,stolen_card,customer_report,8.480161413242934
TXN00006397,0,0.284,,,
TXN00047536,0,0.01,,,
TXN00038305,0,0.203,,,
TXN00028539,0,0.204,,,
TXN00036079,0,0.114,,,
TXN00039321,0,0.223,,,
TXN00029774,0,0.044,,,
TXN00008664,0,0.029,,,
TXN00049090,0,0.2,,,
TXN00027405,0,0.039,,,
TXN00021271,0,0.095,,,
TXN00030157,0,0.201,,,
TXN00045184,0,0.025,,,
TXN00041671,0,0.205,,,
TXN00048959,0,0.204,,,
TXN00046946,0,0.089,,,
TXN00023233,0,0.229,,,
TXN00028074,0,0.027,,,
TXN00034485,0,0.244,,,
TXN00009716,0,0.106,,,
TXN00045432,0,0.02,,,
TXN00005994,0,0.069,,,
TXN00026535,0,0.096,,,
TXN00041538,0,0.102,,,
TXN00035388,0,0.157,,,
TXN00021245,0,0.013,,,
TXN00019731,0,0.017,,,
TXN00020621,0,0.091,,,
TXN00023513,0,0.111,,,
TXN00026745,0,0.234,,,
TXN00014557,0,0.105,,,
TXN00008401,0,0.16,,,
TXN00028518,0,0.047,,,
TXN00047646,0,0.248,,,
TXN00031425,0,0.15,,,
TXN00034897,0,0.085,,,
TXN00014671,0,0.192,,,
TXN00015491,1,0.968,friendly_fraud,manual_review,9.514171169337528
TXN00033054,0,0.112,,,
TXN00002817,0,0.054,,,
TXN00018543,0,0.111,,,
TXN00043386,0,0.043,,,
TXN00026219,0,0.299,,,
TXN00028558,0,0.276,,,
TXN00017317,0,0.117,,,
TXN00048755,0,0.257,,,
TXN00038269,0,0.179,,,
TXN00044170,0,0.112,,,
TXN00037643,0,0.287,,,
TXN00001280,0,0.05,,,
TXN00015001,0,0.122,,,
TXN00013704,0,0.273,,,
TXN00028161,0,0.044,,,
TXN00047684,0,0.227,,,
TXN00008111,0,0.005,,,
TXN00026641,0,0.299,,,
TXN00047622,0,0.233,,,
TXN00020090,0,0.234,,,
TXN00022777,0,0.078,,,
TXN00020113,0,0.046,,,
TXN00023075,0,0.281,,,
TXN00011894,0,0.081,,,
TXN00036509,0,0.118,,,
TXN00035925,0,0.264,,,
TXN00018933,0,0.291,,,
TXN00034798,0,0.092,,,
TXN00024733,0,0.087,,,
TXN00034072,0,0.151,,,
TXN00019736,0,0.25,,,
TXN00018460,0,0.011,,,
TXN00022429,0,0.149,,,
TXN00023215,0,0.201,,,
TXN00028927,0,0.143,,,
TXN00028687,0,0.01,,,
TXN00027222,0,0.242,,,
TXN00036877,0,0.147,,,
TXN00047569,0,0.185,,,
TXN00031447,0,0.023,,,
TXN00027890,0,0.278,,,
TXN00027327,0,0.167,,,
TXN00004112,0,0.003,,,
TXN00019402,0,0.194,,,
TXN00007664,0,0.237,,,
TXN00032166,0,0.02,,,
TXN00015892,0,0.261,,,
TXN00033281,0,0.256,,,
TXN00003457,0,0.082,,,
TXN00043974,0,0.011,,,
TXN00003247,0,0.015,,,
TXN00049217,0,0.272,,,
TXN00025539,0,0.079,,,
TXN00042701,0,0.083,,,
TXN00037573,0,0.168,,,
TXN00038349,0,0.207,,,
TXN00039144,0,0.065,,,
TXN00024667,0,0.208,,,
TXN00045042,0,0.281,,,
TXN00041320,0,0.162,,,
