id_card_id,submission_date,id_type,issuing_country,image_sharpness,brightness_score,contrast_score,hologram_detected,hologram_confidence,microprint_quality,uv_features_detected,uv_confidence,ocr_confidence,font_consistency_score,text_alignment_score,face_detected,face_detection_confidence,face_quality_score,face_symmetry_score,edge_consistency,lighting_consistency,color_histogram_score,template_match_score,is_expired,document_age_years,is_fraudulent,fraud_type
ID006487,2024-03-23,passport,France,0.6572,0.3791,0.5878,False,0.8238,0.1445,False,0.0,0.6518,0.649,1.0,True,0.94,0.4663,0.5591,0.5114,0.4365,0.6427,0.7811,False,2.08,1,template_mismatch
ID006488,2023-09-12,national_id,France,0.8917,0.9075,0.8445,False,0.8918,0.7381,False,0.874,0.9361,0.959,0.8587,True,0.9393,1.0,0.8731,0.832,0.9078,0.8555,0.8574,False,8.42,0,
ID006489,2024-05-29,drivers_license,Spain,0.9508,0.8869,0.7354,False,0.8365,0.7366,False,0.7896,1.0,0.9709,0.8519,True,0.9766,0.8798,0.8464,0.9087,0.8785,0.9078,0.8826,False,3.6,0,
ID006490,2025-06-24,drivers_license,Italy,1.0,0.7265,0.8445,True,0.9267,0.9034,False,0.8699,0.9132,0.7905,0.8478,True,0.9704,0.965,0.7803,0.9782,0.9504,0.859,0.8628,False,4.8,0,
ID006491,2024-03-13,drivers_license,Italy,0.8161,0.8574,0.9309,False,0.9424,0.8873,True,0.8078,0.9677,0.9752,0.9205,True,0.8669,0.6576,0.8854,0.7933,0.8455,0.9701,0.9285,False,3.38,0,
ID006492,2025-09-11,drivers_license,Germany,0.6505,0.2172,0.6128,True,0.3252,0.3739,False,0.5302,0.469,0.5468,0.8985,True,0.9206,0.4396,0.9862,0.6501,0.7931,0.3909,0.5395,True,3.34,1,photo_swap
ID006493,2023-07-09,drivers_license,Spain,0.8101,0.7639,0.8856,True,0.8971,0.8829,True,0.7253,0.941,0.9094,1.0,True,0.915,0.8037,0.9203,0.9026,0.609,0.7628,0.9394,False,6.85,0,
ID006494,2022-01-21,drivers_license,UK,0.8316,0.7405,0.7498,True,0.9064,0.8535,True,0.8611,0.926,0.9373,0.6624,True,0.9796,1.0,0.752,0.7564,0.7078,0.939,0.8393,False,8.73,0,
ID006495,2023-04-11,state_id,Spain,0.8139,0.8376,0.9106,True,0.8535,0.7882,True,0.883,1.0,0.8675,0.8289,True,0.9549,0.7948,0.8756,0.91,0.6584,0.6681,0.8153,False,1.1,0,
ID006496,2022-11-17,national_id,USA,0.7806,0.8148,0.863,True,0.8587,0.9077,True,0.9998,0.7235,0.9622,0.8762,True,0.9394,0.8033,0.9187,0.8944,0.9323,0.8415,0.9425,False,4.31,0,
ID006497,2025-10-17,passport,Canada,0.8664,0.8594,0.9818,False,0.9651,0.7795,True,0.783,0.9048,0.9257,0.7749,True,0.9194,0.8343,0.7329,0.7861,0.8685,0.7971,0.9649,False,3.79,0,
ID006498,2022-02-26,state_id,Spain,0.8371,0.9119,0.7454,True,0.9253,0.8393,True,0.8631,1.0,0.9192,0.8974,True,0.9109,0.7641,0.7818,0.7979,0.8381,0.8919,0.798,False,0.81,0,
ID006499,2025-11-21,drivers_license,Italy,0.7072,0.7508,0.8666,True,0.9096,0.8017,True,0.8817,0.9479,0.9318,0.8801,True,0.8887,0.8486,1.0,0.954,0.9173,1.0,0.9074,False,1.55,0,
ID006500,2025-02-03,passport,Australia,0.8029,0.8059,0.775,True,0.9333,0.7974,True,0.7404,0.8447,0.9092,0.9661,True,0.8473,0.8028,0.8214,0.9523,0.7733,0.8377,0.8339,False,3.27,0,
ID006501,2022-06-02,state_id,Canada,0.8541,0.9319,0.8799,False,0.9402,0.8796,True,0.7635,0.8397,0.9268,0.8788,True,0.955,0.9498,0.8716,0.8431,0.8791,0.8127,1.0,False,0.59,0,
ID006502,2022-04-24,drivers_license,Spain,0.8393,0.8407,0.8403,False,0.9305,0.689,True,0.9221,0.9961,0.7827,0.845,True,0.9822,0.8721,0.778,0.9316,0.6913,0.8902,0.9908,True,9.11,0,
ID006503,2022-08-16,passport,France,0.7943,0.8178,0.7313,True,0.9564,1.0,False,0.7446,0.9474,1.0,0.8801,True,1.0163,0.981,0.8297,0.76,0.8959,0.8842,0.878,False,5.9,0,
ID006504,2025-11-16,state_id,USA,0.885,1.0,0.8972,True,0.8975,0.9339,True,0.7215,0.8814,0.943,0.8221,True,1.0117,0.7809,0.9355,0.8975,1.0,0.9139,0.9454,False,1.21,0,
ID006505,2023-10-10,state_id,Canada,0.7788,0.733,0.708,True,0.9043,0.944,True,0.8722,0.9461,0.83,0.8906,True,0.9334,0.8869,0.7573,0.8633,0.874,0.7098,0.9578,False,6.71,0,
ID006506,2023-06-21,drivers_license,UK,0.8485,0.834,1.0,True,0.9521,0.8322,False,0.7392,0.909,1.0,0.7604,True,0.9296,0.9621,1.0,0.8765,0.9161,0.9385,0.9519,False,7.92,0,
ID006507,2022-04-15,state_id,UK,1.0,0.9248,0.8518,True,0.7609,0.7407,False,0.9014,0.9224,0.977,0.7967,True,0.9218,0.9725,0.8937,0.8874,0.6815,0.7845,0.8652,False,6.91,0,
ID006508,2022-04-20,national_id,UK,0.8576,0.8595,0.9191,False,0.9043,0.867,False,0.8071,0.9458,0.9557,0.7692,True,0.9631,1.0,0.8272,0.9017,0.7918,0.9642,0.9403,True,9.22,0,
ID006509,2022-01-28,passport,USA,0.7086,0.7896,0.7618,True,0.9155,0.8357,True,0.83,0.9362,0.9218,0.8538,True,0.9686,0.9667,0.9952,0.8549,1.0,0.9865,0.8688,False,5.01,0,
ID006510,2025-07-29,passport,France,0.8505,0.9301,0.891,True,0.9955,0.7887,True,0.8703,0.842,0.8002,0.9492,True,0.9036,0.9306,0.8672,0.9536,0.9329,0.5967,0.8928,False,4.69,0,
ID006511,2025-10-19,passport,Germany,0.5439,0.597,0.5692,False,0.3313,0.2252,True,0.2695,1.0,0.4518,0.7232,True,0.9806,0.7258,0.7348,0.5693,0.5503,0.4009,0.3653,False,0.39,1,fake_hologram
ID006512,2025-03-08,state_id,Canada,0.9203,0.9169,0.7025,True,0.8955,0.8267,True,0.7553,0.9656,1.0,0.8452,True,0.9382,0.8827,1.0,0.9527,0.8009,0.7636,0.9101,False,9.29,0,
ID006513,2023-09-12,passport,Italy,0.8645,0.8185,0.5973,True,0.8877,0.85,True,0.7754,0.9395,0.9015,0.7851,False,0.0,0.0,0.6088,0.9519,0.8026,0.704,0.8562,False,7.68,0,
ID006514,2024-09-18,state_id,Spain,0.8614,0.8492,0.855,False,0.8602,0.8843,True,0.9573,0.9199,0.8027,0.7895,True,1.0108,0.7518,0.946,0.7961,0.747,0.8835,0.8667,False,4.94,0,
ID006515,2024-12-21,passport,Australia,0.8053,0.9006,0.8147,False,0.7115,0.8945,True,0.8883,0.9564,0.87,0.8387,True,0.9767,0.7483,0.8707,0.8649,0.7764,0.8672,0.9509,False,6.04,0,
ID006516,2024-12-08,national_id,UK,0.8488,0.8378,0.811,False,0.7747,0.964,True,0.8147,0.9329,0.7794,0.792,True,0.8276,0.8446,0.7976,0.8569,0.8726,0.6864,0.877,False,7.39,0,
ID006517,2025-01-05,national_id,UK,0.854,0.8975,0.9146,True,0.7194,0.8538,True,0.8148,0.8937,0.9029,1.0,True,0.9375,0.7958,0.7869,0.8823,0.6991,0.9441,0.9055,False,8.85,0,
ID006518,2023-02-25,drivers_license,Canada,0.9245,0.7328,0.8097,True,0.8047,0.9229,True,0.815,0.9218,0.8444,1.0,True,0.8719,0.7755,0.9826,0.8783,0.8995,0.9026,0.9419,False,6.84,0,
ID006519,2022-05-11,passport,UK,0.5625,0.6766,0.6441,False,0.2543,0.511,True,0.2129,0.8037,0.3529,0.5066,True,0.9142,0.4444,0.489,0.3388,0.4922,0.4617,0.6653,False,1.23,1,printed_copy
ID006520,2025-01-01,drivers_license,Australia,0.9199,0.8349,0.9268,True,0.9403,0.887,True,0.8053,0.9249,0.7646,0.759,True,0.7838,0.7973,0.9728,0.9347,0.7967,0.9762,0.8958,False,3.89,0,
ID006521,2023-08-12,state_id,USA,0.7765,0.8439,0.6764,True,0.8887,0.9686,True,0.843,0.9735,0.8555,0.9063,True,0.9542,0.7807,0.8821,0.9502,0.8433,0.7525,0.8554,False,5.83,0,
ID006522,2024-10-19,state_id,Australia,0.8589,0.8572,0.7786,False,0.9238,0.7093,True,0.8786,0.7579,0.8626,0.8244,True,1.0067,0.7963,0.788,0.9604,0.8647,0.8685,0.871,False,4.31,0,
ID006523,2024-06-09,national_id,Germany,0.8819,0.8509,0.8858,False,0.7772,1.0,True,0.9211,0.8933,0.9542,0.9651,True,0.8908,1.0,0.8819,0.8489,0.975,0.7587,0.8065,False,0.26,0,
ID006524,2022-01-24,drivers_license,Spain,0.817,0.9378,0.9645,False,0.848,0.7749,True,0.8158,0.8923,0.9273,0.856,True,0.9935,0.8076,0.8078,0.8905,0.8442,0.843,0.8952,False,4.5,0,
ID006525,2023-06-08,national_id,Spain,0.7462,0.7185,0.8439,True,0.9832,0.9191,True,0.7458,0.8213,0.9632,0.8312,True,0.9545,0.853,0.7836,0.8853,0.9369,0.8515,0.8419,False,9.42,0,
ID006526,2025-11-26,drivers_license,Spain,0.9434,0.8438,0.8089,False,0.9139,0.7433,False,0.856,0.9034,0.8266,0.9388,True,0.893,0.8567,0.8402,0.9122,0.8635,0.7806,0.9077,False,8.35,0,
ID006527,2023-07-24,state_id,France,0.6405,0.8851,0.7316,True,1.0,0.622,True,0.818,0.8962,0.7793,0.8083,True,0.9324,0.7564,0.8329,0.897,0.6783,0.9627,0.925,True,4.87,0,
ID006528,2022-05-14,drivers_license,UK,0.8357,0.6811,0.772,True,1.0,0.7853,True,0.6918,0.9661,0.9232,0.8322,True,0.9491,0.9621,0.9275,0.8745,0.9658,0.9912,0.8511,False,5.07,0,
ID006529,2022-12-02,passport,France,0.9218,1.0,0.892,True,0.9543,0.8001,True,0.7964,0.8841,0.9683,0.945,True,0.9535,0.8558,0.9741,0.7865,0.8671,1.0,0.9585,False,6.09,0,
ID006530,2022-05-08,national_id,Italy,0.8932,0.7811,0.7573,True,0.8868,0.878,True,0.6866,1.0,0.6935,0.9594,False,0.0,0.0,0.7914,0.9655,0.7395,0.9438,1.0,False,0.1,0,
ID006531,2023-01-30,passport,Canada,0.8278,0.8056,0.7211,True,0.9978,0.7695,True,0.8041,0.8014,0.8304,0.9215,True,0.9016,0.6903,0.9126,0.9887,0.8565,0.9683,0.9074,False,5.73,0,
ID006532,2022-08-21,passport,UK,0.8521,0.8565,0.764,True,0.936,0.7574,True,0.7401,0.9172,0.7946,0.9308,True,1.0367,0.8016,0.851,0.9251,0.9135,0.853,0.8127,False,6.73,0,
ID006533,2023-02-07,passport,France,0.8157,1.0,0.6321,True,0.6768,0.6963,False,1.0,1.0,0.8953,0.8654,True,0.8683,0.8782,1.0,0.8489,0.8332,0.9637,0.9685,False,0.64,0,
ID006534,2025-02-03,passport,Italy,0.9145,0.8756,0.8639,True,0.8839,1.0,True,0.8989,0.9865,0.9614,0.9083,True,1.0145,0.7541,0.9361,0.7979,0.8659,0.647,0.8345,False,0.27,0,
ID006535,2023-04-17,state_id,UK,0.9281,0.7149,0.9116,True,0.8729,0.7209,True,0.6423,0.9137,0.9049,0.8792,True,0.9805,0.9191,0.9518,0.8696,0.8045,0.8252,0.9225,False,0.64,0,
ID006536,2024-02-09,state_id,Australia,0.7735,0.9208,0.7402,True,0.7065,0.9364,True,0.9295,0.9608,0.8804,0.9348,True,0.9023,0.848,1.0,0.8877,0.9027,0.7065,0.8815,False,8.57,0,
ID006537,2024-12-02,passport,France,0.9283,0.5645,0.7523,True,1.0,0.6795,True,0.7428,0.9913,0.8166,0.7786,True,0.9557,1.0,0.9162,0.7543,0.8412,0.9397,0.8728,False,9.66,0,
ID006538,2023-09-20,state_id,France,0.5823,0.941,0.475,False,0.3528,0.167,False,0.1852,0.6298,0.6785,0.3432,True,0.9523,0.3632,0.7304,0.2517,0.4189,0.3451,0.6395,False,2.94,1,fake_hologram
ID006539,2022-01-12,drivers_license,UK,0.82,0.989,0.7597,False,0.8465,0.7717,True,0.8192,0.9477,0.8921,0.8371,True,0.9711,0.6292,1.0,0.8932,0.8793,0.8996,0.9207,False,1.6,0,
ID006540,2025-03-08,passport,USA,0.7652,0.8182,0.8696,True,0.8315,0.7293,False,0.8714,0.9596,0.9022,0.8664,False,0.0,0.0,0.6169,0.8108,0.9232,0.8606,0.9175,False,0.08,0,
ID006541,2025-07-08,state_id,Canada,0.9146,0.6445,1.0,True,0.9563,0.9169,True,0.9041,0.9775,0.841,0.8974,True,0.9173,0.6918,0.9554,0.8169,0.9046,0.9114,0.9324,False,9.54,0,
ID006542,2022-06-06,state_id,UK,0.8853,0.7021,0.843,True,0.8901,0.8108,True,0.9097,0.901,0.8832,0.8733,True,0.9068,0.7848,0.9278,0.9438,0.7894,0.9076,0.822,False,1.6,0,
ID006543,2025-10-18,drivers_license,Spain,0.9354,0.5951,0.9046,True,1.0,0.8416,True,0.9351,0.9521,0.8766,0.8458,False,0.0,0.0,0.7492,0.8439,0.8105,0.9003,0.8616,False,2.4,0,
ID006544,2024-11-14,drivers_license,France,0.8535,0.752,0.8337,True,0.8647,0.802,True,0.9026,0.9425,1.0,0.802,True,1.0243,0.8643,0.8629,0.8264,0.8073,0.8528,0.8454,False,7.07,0,
ID006545,2024-11-15,national_id,Italy,0.9248,0.8176,0.773,True,0.9232,0.8331,False,0.8846,0.906,0.8122,1.0,True,0.9057,0.8177,0.9104,0.765,0.9838,0.752,0.963,False,6.18,0,
ID006546,2023-12-28,passport,Germany,0.8875,0.6643,0.964,True,0.8338,0.7992,True,0.8821,0.8654,0.9516,0.9726,True,0.8613,0.7838,0.8228,0.8175,0.8547,0.8791,0.8594,True,9.99,0,
ID006547,2023-04-02,drivers_license,Italy,0.8499,0.8527,0.8973,True,0.9877,0.7524,True,0.9141,0.9148,0.9234,1.0,True,0.8875,0.9613,0.9631,0.8556,0.9235,0.8263,0.817,False,3.36,0,
ID006548,2024-12-30,passport,USA,0.8417,0.8043,0.7765,True,0.8973,0.9223,True,0.759,0.888,0.6352,0.9799,False,0.0,0.0,0.5497,0.8969,0.8131,0.8483,0.9422,False,7.38,0,
ID006549,2023-12-22,drivers_license,France,0.8691,0.7078,0.9428,True,0.7987,0.8501,True,0.7367,1.0,0.9074,0.9755,True,0.9815,0.8433,0.9315,0.888,0.6321,0.7344,0.9566,False,1.92,0,
ID006550,2024-02-12,passport,USA,0.8347,0.7404,0.8625,True,0.9559,0.8064,True,0.8915,0.9781,0.8736,1.0,True,1.0366,0.9626,0.8902,0.8189,0.9112,0.8789,1.0,False,1.18,0,
ID006551,2024-04-07,national_id,France,0.9376,0.7443,0.8356,False,0.9421,0.8122,True,0.8533,0.9923,1.0,0.7808,True,0.9353,1.0,0.8786,0.8364,0.9122,0.8311,0.8325,False,8.65,0,
ID006552,2023-10-28,national_id,France,0.8176,0.8018,0.827,True,0.7863,0.8975,False,0.8646,0.9723,0.86,0.9124,True,0.9355,0.7878,0.898,0.938,0.8056,0.9978,0.8951,False,4.57,0,
ID006553,2023-03-26,drivers_license,Germany,0.73,0.9354,0.9479,True,0.8727,1.0,True,0.8489,0.9587,0.8294,0.8992,True,0.8974,0.6005,0.9686,0.911,0.9699,0.8474,0.8092,False,7.97,0,
ID006554,2023-04-28,passport,Australia,0.8158,0.9005,0.8255,False,0.858,0.8516,True,0.9178,0.8556,0.7777,0.7849,False,0.0,0.0,0.5041,1.0,0.8185,0.892,0.8759,False,2.15,0,
ID006555,2025-07-21,drivers_license,France,0.9177,0.6454,1.0,False,0.8601,0.6793,False,0.9373,0.9237,0.7306,0.8197,True,0.9085,0.9343,0.8294,0.8536,0.8986,0.8074,0.89,False,5.67,0,
ID006556,2022-04-16,drivers_license,Italy,0.8947,0.8963,0.9589,True,0.7339,0.8712,True,0.9024,1.0,0.8863,0.8646,True,0.9286,0.79,0.7982,0.8185,0.7981,0.8852,0.8562,False,4.76,0,
ID006557,2025-08-26,drivers_license,Italy,0.8261,0.8382,0.6814,False,0.8182,0.7021,True,0.9522,0.9399,0.8542,0.9713,True,0.9709,0.9681,0.8925,1.0,0.7085,0.8649,0.9312,False,6.51,0,
ID006558,2023-02-04,state_id,Australia,0.8147,0.7571,0.8893,False,0.8647,0.8203,False,0.9895,0.8718,0.9614,0.902,True,0.8846,0.7024,0.6836,0.859,0.7634,0.844,0.921,False,4.13,0,
ID006559,2023-06-23,passport,Canada,0.7264,0.7899,0.8088,False,0.9597,0.777,True,0.8635,1.0,0.8829,0.8248,True,0.9938,0.808,1.0,0.8098,0.6223,0.8115,0.9528,False,6.61,0,
ID006560,2024-03-03,state_id,France,0.534,0.6762,0.6525,True,0.4936,0.321,True,0.2744,0.9798,0.5584,0.8044,True,0.9381,0.8214,0.6315,0.5084,0.4559,0.6751,0.3369,False,4.32,1,photo_swap
ID006561,2025-08-16,drivers_license,Germany,0.8213,0.8006,0.906,True,0.8708,0.6356,False,0.7891,0.8759,1.0,0.8245,True,0.9582,0.7476,0.8633,0.9628,0.9311,0.9568,0.8907,False,2.28,0,
ID006562,2025-06-28,national_id,USA,0.747,0.8511,0.741,False,0.9239,0.9561,True,0.7739,0.8676,1.0,0.9434,True,0.925,0.8221,0.7759,0.7432,0.8565,0.7916,0.9488,False,0.15,0,
ID006563,2024-06-09,national_id,Spain,0.3875,0.6242,0.3211,False,0.3426,0.5436,False,0.1145,0.7864,0.7401,1.0,True,0.9665,0.6326,0.5752,0.3115,0.1962,0.505,0.6493,False,0.12,1,altered_text
ID006564,2025-03-05,state_id,Australia,0.8334,0.9472,0.9029,True,0.8178,0.6748,True,0.8296,0.9359,0.78,0.7403,True,0.9199,0.9058,0.8873,0.8969,0.8299,0.9329,0.9523,False,0.67,0,
ID006565,2022-02-05,drivers_license,Australia,0.6467,0.4856,0.4964,False,0.7632,0.4233,False,0.388,0.504,0.4591,0.6462,True,1.0104,0.8443,0.784,0.5936,0.7133,0.8361,0.7977,True,3.12,1,photo_swap
ID006566,2024-01-02,state_id,Canada,0.6474,0.7981,0.6703,False,0.6919,0.3728,True,0.3472,0.4951,0.3044,0.7911,True,0.9503,0.6771,0.7045,0.3944,0.2283,0.7261,0.7135,True,1.71,1,template_mismatch
ID006567,2022-08-12,passport,USA,0.8885,0.8418,1.0,True,1.0,0.7491,False,0.8852,0.8723,0.9348,0.994,True,0.9296,0.8557,0.7113,0.8985,0.84,0.8704,0.8785,True,1.22,0,
ID006568,2023-09-01,drivers_license,Australia,0.882,0.7552,0.7321,True,0.799,0.889,True,0.7022,0.8703,0.9009,0.9799,True,0.9768,0.7841,0.8235,0.8803,0.9898,0.7204,0.8388,False,9.69,0,
ID006569,2024-07-02,drivers_license,Italy,0.977,0.7582,0.8257,False,0.7524,0.8459,True,0.7924,0.9159,0.8521,0.7568,True,0.9256,1.0,0.9678,0.9074,0.8014,0.8113,0.9713,False,0.12,0,
ID006570,2024-10-23,national_id,Italy,0.8168,0.8209,0.8294,True,0.9501,0.8181,True,0.8159,0.9713,0.9112,0.9108,True,0.8673,0.7326,0.8767,0.9524,0.9231,0.7686,0.9313,False,3.78,0,
ID006571,2022-11-30,national_id,Germany,0.8821,0.8609,0.8616,True,0.7514,0.8613,True,0.9556,0.9576,0.8579,0.9134,True,0.9926,0.8381,0.8695,0.8888,0.8943,0.7648,0.981,False,1.94,0,
ID006572,2023-10-07,national_id,Germany,0.9045,0.8681,0.8944,True,0.9082,0.9086,False,0.7871,0.8723,0.9157,0.7953,True,0.8627,0.8486,0.8172,0.8978,0.8821,0.7625,0.9118,False,0.53,0,
ID006573,2023-04-27,national_id,Spain,0.5326,0.7501,0.8264,True,0.3715,0.5733,False,0.4062,0.427,0.6292,0.7403,True,0.9886,1.0,0.6999,0.5727,0.4274,0.6734,0.8469,True,2.23,1,printed_copy
ID006574,2023-09-07,national_id,USA,0.8533,0.8067,0.7808,True,0.9873,0.701,True,0.8206,0.9931,0.9446,1.0,True,0.9983,0.736,0.9104,0.8075,0.9168,0.7355,0.911,False,3.85,0,
ID006575,2023-11-11,drivers_license,UK,0.9015,0.7356,0.8157,True,0.8412,0.8435,True,0.9825,0.9014,0.8287,0.8674,False,0.0,0.0,0.7981,1.0,0.7566,0.7824,0.9411,False,5.3,0,
ID006576,2023-02-18,national_id,Australia,0.8506,0.7239,0.87,False,0.8439,0.9758,False,0.9601,0.9563,0.8009,0.8136,True,0.9945,0.8154,0.9123,0.8011,0.7196,0.8111,0.9463,False,6.14,0,
ID006577,2025-05-20,passport,Italy,0.9188,0.7464,0.8541,False,0.8646,0.9456,True,0.915,0.8275,0.8162,1.0,True,0.9647,0.8566,0.8226,0.8699,0.944,0.8693,0.9007,False,5.31,0,
ID006578,2025-05-30,state_id,Germany,0.7756,0.7617,0.9045,True,0.8677,0.8377,False,0.9076,0.9112,0.8413,1.0,True,0.9597,0.9251,0.8524,0.9116,0.9692,0.8729,0.9128,False,3.76,0,
ID006579,2023-09-23,passport,Italy,0.8592,0.5325,0.8581,True,1.0,0.6552,True,0.9769,0.9293,0.856,0.7592,True,0.987,0.9772,0.9888,0.9841,0.7866,0.7521,0.9218,False,4.7,0,
ID006580,2022-12-30,national_id,USA,0.8759,0.8662,0.7709,False,0.7802,0.8865,False,0.7731,1.0,1.0,0.9422,True,1.0242,0.8883,0.8525,1.0,0.9088,0.7997,0.8496,False,7.76,0,
ID006581,2023-09-05,drivers_license,UK,0.8362,0.4389,0.85,False,0.4416,0.1927,False,0.487,0.6118,0.3781,0.4835,True,0.8749,0.5626,0.5163,0.3106,0.77,0.7343,0.8536,False,0.37,1,template_mismatch
ID006582,2025-07-07,national_id,Spain,0.9297,0.8217,0.8233,False,0.9412,0.8395,True,0.7195,1.0,0.9249,0.8963,True,0.9503,0.6892,0.7514,1.0,0.831,0.8335,0.8917,False,0.82,0,
ID006583,2022-02-12,state_id,Spain,0.7453,0.9231,0.7649,True,0.9561,0.8905,False,0.8497,0.9434,0.9515,0.8679,True,1.028,0.6908,0.8334,0.8897,1.0,0.7535,1.0,False,9.26,0,
ID006584,2024-02-05,state_id,Italy,0.7825,0.7699,0.6754,True,0.725,0.7938,True,0.7902,0.9027,0.8357,1.0,True,0.9572,0.835,0.9765,1.0,0.7442,0.876,0.8861,False,6.36,0,
ID006585,2025-07-29,state_id,Canada,0.9186,0.7641,0.9769,True,0.8366,0.7349,False,0.9363,0.9504,0.8923,0.9462,True,0.9278,0.8468,0.9801,0.913,0.8082,0.804,1.0,False,4.75,0,
ID006586,2022-06-01,drivers_license,USA,0.8398,0.7777,0.7277,True,0.8582,0.755,False,0.7746,0.8721,0.9012,0.7007,True,0.9318,1.0,0.9358,0.8599,0.9571,0.9833,0.9275,False,9.64,0,
ID006587,2024-08-23,drivers_license,USA,0.7796,0.6996,0.7646,True,0.7922,0.9793,True,0.7187,0.8796,0.906,1.0,True,0.9476,0.9541,0.9741,0.8927,0.7787,0.9267,0.8641,False,0.54,0,
ID006588,2025-03-16,state_id,USA,0.7699,0.85,0.7907,True,0.8811,1.0,True,0.8591,0.9487,0.8883,0.7393,True,0.9082,0.7757,0.9164,0.9169,0.8886,0.9297,0.8407,False,4.45,0,
ID006589,2023-02-14,drivers_license,Spain,1.0,0.974,0.8767,True,0.8526,0.8212,True,0.8817,0.943,0.8576,1.0,True,0.9234,0.6901,0.8692,0.8017,0.8537,0.8262,0.9601,False,3.17,0,
ID006590,2025-09-21,passport,France,0.8695,0.9655,0.9201,True,0.8175,0.6864,False,0.8314,0.9133,0.8718,0.9312,True,0.8928,0.8114,0.8929,0.7803,0.8888,0.9362,0.9561,False,2.08,0,
ID006591,2023-09-17,passport,France,0.6456,0.7967,0.8557,True,0.8817,0.8821,True,0.8802,0.9189,0.7657,0.7995,True,0.9249,0.6593,0.7292,0.9818,0.9242,0.7861,0.9375,False,6.14,0,
ID006592,2024-11-21,passport,Australia,0.9086,0.7483,0.6388,True,0.8725,0.833,True,0.9176,0.8759,1.0,0.8776,True,0.987,0.8999,0.9087,0.9733,0.8381,0.8971,0.9053,False,0.55,0,
ID006593,2022-07-05,national_id,Germany,0.9553,0.7951,0.9982,True,0.8698,0.7864,True,0.8867,0.9609,0.844,0.7703,True,0.8914,0.8687,0.8775,0.9304,0.7832,0.9558,0.9561,False,5.37,0,
ID006594,2022-03-14,passport,USA,0.7662,0.8424,0.9654,False,0.9326,1.0,False,0.7924,0.8627,0.8546,0.8582,True,1.0499,0.7657,0.8497,0.8075,0.8045,0.8555,0.7767,False,9.34,0,
ID006595,2022-05-04,state_id,Germany,0.9387,0.7924,1.0,True,0.9536,0.7233,True,0.8051,1.0,0.8657,1.0,True,0.9985,0.8391,0.8901,0.9802,1.0,0.8935,0.9126,False,3.44,0,
ID006596,2022-07-14,drivers_license,Italy,0.8257,0.7304,0.8929,True,0.6826,0.8596,True,0.974,0.9696,0.9537,0.7333,True,1.0231,0.792,0.9147,0.8594,0.844,0.9196,0.9839,False,7.88,0,
ID006597,2024-03-01,passport,France,0.8861,0.9043,0.7957,True,0.7349,0.7671,True,0.6133,0.9473,0.8914,0.7861,True,0.8601,0.7605,0.9288,0.7818,0.9104,0.851,0.9046,False,1.34,0,
ID006598,2025-07-13,drivers_license,UK,0.8228,0.8157,0.7732,False,0.8647,0.9487,False,0.9556,0.9321,0.8821,0.8231,True,0.8903,0.9472,0.8695,0.7569,0.7417,0.7377,0.7325,False,3.84,0,
ID006599,2023-07-19,passport,Australia,0.7348,0.5414,0.8366,True,0.9732,0.7746,True,0.8575,0.9738,0.8555,0.9796,True,0.895,0.8356,0.8337,0.8783,1.0,0.7758,0.8128,False,5.15,0,
ID006600,2024-04-08,national_id,Canada,0.7859,0.871,0.9286,True,0.8512,0.7108,True,0.8591,0.9119,0.857,0.7642,True,0.9159,0.672,0.8101,0.8846,0.8001,1.0,0.9009,False,5.51,0,
ID006601,2022-01-14,passport,Italy,0.8285,0.8929,0.7912,False,0.8691,0.9172,True,0.8462,1.0,0.9346,0.7145,True,0.9779,0.728,0.8889,0.9865,0.775,0.998,0.9381,False,4.47,0,
ID006602,2024-10-14,national_id,Germany,0.8098,0.7585,0.7792,True,0.9778,0.9374,True,0.8206,0.9569,0.8615,0.9667,True,0.9155,0.9223,0.9327,0.9224,0.6633,0.917,0.9824,False,8.87,0,
ID006603,2022-03-05,passport,France,0.7936,0.8364,0.979,False,0.866,0.7118,True,0.8455,0.9838,0.9649,0.8224,True,1.0006,0.9426,0.9402,0.7963,0.6969,1.0,0.9001,False,3.03,0,
ID006604,2024-02-09,state_id,Spain,0.8103,0.754,0.9886,True,0.8986,0.9266,False,0.8695,0.8959,0.7854,0.8426,True,0.922,0.7147,0.9286,0.8374,0.8703,0.7893,0.8573,False,3.95,0,
ID006605,2025-01-19,national_id,UK,0.919,0.7251,0.848,False,0.8241,0.966,True,0.9427,0.9405,1.0,0.8644,True,0.8928,0.9311,0.7575,0.8932,0.887,0.8785,0.9873,False,4.34,0,
ID006606,2024-09-18,passport,Italy,0.9166,0.8604,0.8752,False,0.9035,0.7698,True,0.9145,0.8982,0.8243,0.8182,True,0.8547,0.806,0.7832,0.8465,0.7288,0.6827,1.0,False,0.34,0,
ID006607,2022-04-23,national_id,Italy,0.9606,0.9098,0.9374,True,0.8927,0.8213,True,1.0,0.9123,0.8972,0.8257,True,0.9753,0.8001,0.9068,0.88,0.9409,0.8035,0.895,False,1.25,0,
ID006608,2024-09-09,drivers_license,Spain,0.8412,0.8425,0.92,True,0.9579,0.7951,True,0.8819,0.9132,0.963,0.9416,True,0.9737,0.8118,0.9677,0.9304,0.8251,0.8517,0.8692,False,7.67,0,
