date,daily_transaction_volume,daily_revenue_usd,daily_new_customers,customer_churn_rate_pct,avg_response_time_ms,system_uptime_pct,fraud_detection_rate_pct,false_positive_rate_pct,year_month
2023-10-25,1128,56447.62,50,2.1,159.6,99.97,85.84,3.36,2023-10
2023-10-26,952,47625.91,52,2.25,141.3,99.42,90.4,3.05,2023-10
2023-10-27,1042,52134.2,59,2.76,111.2,99.53,82.76,2.56,2023-10
2023-10-28,993,49688.48,60,2.5,135.4,99.86,79.91,2.61,2023-10
2023-10-29,1124,56209.92,59,2.47,210.8,99.82,88.82,3.18,2023-10
2023-10-30,1064,53204.72,51,2.47,134.9,99.6,88.4,3.79,2023-10
2023-10-31,1052,52610.36,55,2.5,116.0,99.95,81.74,2.02,2023-10
2023-11-01,1088,54447.14,61,2.1,125.7,98.94,82.24,3.35,2023-11
2023-11-02,968,48416.79,39,2.94,160.2,99.55,84.1,3.64,2023-11
2023-11-03,1017,50851.22,57,2.4,128.1,99.46,82.59,3.35,2023-11
2023-11-04,980,49022.83,57,2.26,138.6,99.7,93.24,2.5,2023-11
2023-11-05,1085,54268.2,55,2.24,135.6,99.43,80.85,1.73,2023-11
2023-11-06,1033,51687.2,58,1.89,143.0,99.58,82.83,3.0,2023-11
2023-11-07,1028,51441.21,54,2.36,158.6,99.41,79.03,1.78,2023-11
2023-11-08,968,48428.7,53,2.83,181.5,99.6,77.27,2.58,2023-11
2023-11-09,1044,52204.31,55,2.31,142.0,99.52,80.43,2.4,2023-11
2023-11-10,1149,57456.23,37,1.98,117.9,99.86,83.96,3.25,2023-11
2023-11-11,999,49978.62,53,2.34,138.8,99.85,80.41,3.87,2023-11
2023-11-12,1078,53907.19,39,2.04,169.9,99.45,77.58,2.99,2023-11
2023-11-13,1200,60029.29,63,2.79,170.5,99.15,78.72,3.93,2023-11
2023-11-14,1118,55930.71,49,2.64,139.2,99.43,81.25,2.36,2023-11
2023-11-15,1040,52049.15,57,2.18,137.6,99.43,83.2,3.38,2023-11
2023-11-16,1042,52110.97,55,1.95,148.2,99.26,86.14,3.65,2023-11
2023-11-17,1031,51569.3,60,2.31,142.9,99.08,85.24,2.83,2023-11
2023-11-18,1117,55867.14,63,2.27,164.2,99.49,83.23,2.71,2023-11
2023-11-19,978,48944.06,50,2.73,156.2,99.33,92.78,2.47,2023-11
2023-11-20,1141,57077.05,59,2.59,122.3,99.5,85.14,3.71,2023-11
2023-11-21,1046,52311.14,50,2.38,115.2,99.24,88.49,3.11,2023-11
2023-11-22,1021,51064.66,49,2.16,156.1,99.47,88.42,3.17,2023-11
2023-11-23,1023,51157.75,49,2.58,174.8,99.31,77.32,3.6,2023-11
2023-11-24,1092,54630.05,60,2.89,155.4,98.81,90.68,2.06,2023-11
2023-11-25,1115,55768.09,46,2.24,173.3,99.62,89.37,3.12,2023-11
2023-11-26,1060,53041.0,43,2.58,181.9,99.75,83.28,4.15,2023-11
2023-11-27,1046,52321.43,58,2.69,122.1,99.44,86.68,2.84,2023-11
2023-11-28,1109,55485.67,48,2.57,136.6,99.6,82.93,4.14,2023-11
2023-11-29,1112,55634.18,60,2.66,133.9,99.52,83.92,3.51,2023-11
2023-11-30,1019,50978.2,44,2.49,157.7,99.88,86.15,3.47,2023-11
2023-12-01,1022,51145.8,55,2.42,117.2,99.54,84.55,3.24,2023-12
2023-12-02,1084,54243.89,46,2.66,145.1,99.4,88.49,2.9,2023-12
2023-12-03,1100,55036.42,57,2.55,140.4,99.18,84.67,2.48,2023-12
2023-12-04,1123,56163.56,40,2.72,137.7,98.98,88.09,3.47,2023-12
2023-12-05,999,49957.71,53,2.48,119.1,99.58,80.84,2.93,2023-12
2023-12-06,1105,55286.28,43,2.84,133.5,99.62,87.12,2.87,2023-12
2023-12-07,1152,57606.36,43,2.69,127.7,99.71,87.81,3.44,2023-12
2023-12-08,1125,56269.76,52,1.89,176.8,99.78,81.94,2.56,2023-12
2023-12-09,1098,54941.04,34,3.0,153.5,99.31,85.29,2.93,2023-12
2023-12-10,1143,57199.84,60,2.96,157.7,99.78,73.06,3.36,2023-12
2023-12-11,1120,56037.93,66,2.23,154.2,99.8,87.41,2.96,2023-12
2023-12-12,1120,56042.65,49,2.73,194.1,99.37,91.3,1.92,2023-12
2023-12-13,1089,54478.9,46,1.87,143.3,99.1,81.44,2.83,2023-12
2023-12-14,1068,53418.99,57,2.91,167.3,99.34,86.4,3.24,2023-12
2023-12-15,1076,53840.46,41,2.69,149.3,99.4,87.76,2.34,2023-12
2023-12-16,1184,59239.17,55,2.91,137.3,99.59,87.46,2.74,2023-12
2023-12-17,1120,56016.11,45,3.03,127.8,99.38,75.68,2.46,2023-12
2023-12-18,1187,59350.1,61,2.17,154.2,100.0,84.38,3.05,2023-12
2023-12-19,1116,55809.53,54,2.4,169.1,99.49,84.88,3.21,2023-12
2023-12-20,1111,55581.05,56,2.78,156.9,99.25,83.01,3.23,2023-12
2023-12-21,1135,56779.08,51,2.66,139.1,99.51,82.89,1.99,2023-12
2023-12-22,1200,60049.83,46,2.44,137.0,99.5,81.58,4.03,2023-12
2023-12-23,1082,54116.25,54,2.55,151.1,99.46,86.64,3.18,2023-12
2023-12-24,1147,57377.35,54,2.2,177.9,99.93,79.8,2.78,2023-12
2023-12-25,1116,55844.95,54,1.93,158.8,99.77,84.61,3.47,2023-12
2023-12-26,1111,55551.99,67,2.57,159.6,99.42,92.41,3.11,2023-12
2023-12-27,1175,58754.73,49,2.9,155.1,99.37,96.04,2.8,2023-12
2023-12-28,1095,54751.81,50,2.25,145.6,99.44,84.26,2.83,2023-12
2023-12-29,1198,59914.57,51,2.93,118.5,99.41,83.11,3.87,2023-12
2023-12-30,1155,57750.97,50,2.7,128.4,99.0,81.5,2.71,2023-12
2023-12-31,1225,61267.79,57,2.18,182.8,99.83,85.78,3.09,2023-12
2024-01-01,1176,58815.66,52,2.32,145.8,99.32,79.76,3.27,2024-01
2024-01-02,1145,57275.96,55,2.77,119.3,99.4,85.9,3.55,2024-01
2024-01-03,1052,52609.92,55,2.51,123.6,99.41,83.26,2.04,2024-01
2024-01-04,1118,55936.3,43,2.63,149.6,99.54,83.78,3.04,2024-01
2024-01-05,1127,56353.8,60,2.52,183.6,99.54,77.85,2.76,2024-01
2024-01-06,1237,61859.39,50,2.14,128.5,99.87,91.57,2.99,2024-01
2024-01-07,1156,57836.41,51,2.63,150.0,99.38,90.46,3.42,2024-01
2024-01-08,1131,56582.01,36,2.71,163.7,99.7,83.24,2.12,2024-01
2024-01-09,1188,59418.31,61,2.76,131.8,99.58,88.95,2.91,2024-01
2024-01-10,1146,57323.86,43,2.84,153.6,99.41,79.34,3.66,2024-01
2024-01-11,1260,63045.91,60,2.44,161.1,99.64,86.74,2.9,2024-01
2024-01-12,1186,59339.68,55,2.26,144.4,99.52,85.44,3.21,2024-01
2024-01-13,1126,56327.97,56,2.54,141.5,99.17,81.33,3.53,2024-01
2024-01-14,1276,63849.04,45,2.61,165.4,99.65,83.47,3.41,2024-01
2024-01-15,1144,57232.6,50,2.0,177.8,99.16,85.13,3.15,2024-01
2024-01-16,1147,57350.48,53,2.24,151.5,99.07,88.0,3.05,2024-01
2024-01-17,1174,58714.98,54,2.65,155.8,99.37,84.77,3.73,2024-01
2024-01-18,1197,59878.66,48,2.22,186.5,99.66,86.04,2.45,2024-01
2024-01-19,1228,61425.04,58,2.41,140.1,99.38,81.62,2.69,2024-01
2024-01-20,1177,58877.65,51,2.75,122.1,99.52,91.46,3.54,2024-01
2024-01-21,1239,61992.98,48,2.92,137.4,99.68,82.34,2.36,2024-01
2024-01-22,1179,58953.39,52,2.79,148.3,99.77,83.06,2.84,2024-01
2024-01-23,1167,58374.14,48,2.56,125.5,100.0,77.4,2.94,2024-01
2024-01-24,1078,53909.29,58,2.72,165.7,98.93,78.56,2.83,2024-01
2024-01-25,1157,57868.43,45,2.46,167.6,99.47,78.96,1.95,2024-01
2024-01-26,1296,64819.85,60,2.47,131.7,99.98,81.89,3.13,2024-01
2024-01-27,1219,60952.44,46,2.95,159.7,99.52,73.08,2.88,2024-01
2024-01-28,1273,63650.57,54,2.69,154.8,99.79,81.58,2.93,2024-01
2024-01-29,1166,58344.48,56,2.61,141.4,98.96,84.57,2.55,2024-01
2024-01-30,1163,58182.63,45,2.29,125.8,100.0,80.85,3.34,2024-01
2024-01-31,1232,61647.72,52,2.38,132.3,99.47,85.25,2.79,2024-01
2024-02-01,1150,57512.59,50,2.99,181.7,99.38,80.91,3.21,2024-02
2024-02-02,1235,61779.97,42,2.78,161.8,99.51,81.07,2.72,2024-02
2024-02-03,1219,60979.19,56,2.56,161.0,99.48,84.07,2.85,2024-02
2024-02-04,1275,63795.61,56,2.69,144.3,99.59,83.72,2.86,2024-02
2024-02-05,1219,60978.4,49,2.56,160.0,99.19,93.03,3.36,2024-02
2024-02-06,1250,62523.73,64,2.27,118.3,99.43,85.92,2.39,2024-02
2024-02-07,1239,61990.7,56,2.7,166.0,99.28,81.03,2.07,2024-02
2024-02-08,1278,63942.97,49,2.14,174.0,99.55,85.19,3.87,2024-02
2024-02-09,1197,59854.93,44,2.76,184.2,99.36,84.43,3.2,2024-02
2024-02-10,1244,62233.07,61,2.64,149.7,99.46,82.46,2.99,2024-02
2024-02-11,1245,62288.3,53,2.8,159.4,99.45,88.36,1.79,2024-02
2024-02-12,1272,63605.53,48,2.31,194.8,99.38,92.33,2.96,2024-02
2024-02-13,1166,58347.05,46,2.35,172.6,99.7,88.59,3.85,2024-02
2024-02-14,1320,66038.69,52,2.59,134.9,99.16,84.23,2.98,2024-02
2024-02-15,1249,62485.88,59,2.37,129.6,99.62,89.39,2.08,2024-02
2024-02-16,1305,65271.95,51,2.36,166.5,99.55,90.39,2.87,2024-02
2024-02-17,1223,61191.87,54,2.88,153.7,99.83,78.53,3.58,2024-02
2024-02-18,1197,59890.32,44,2.75,133.5,99.34,87.88,2.24,2024-02
2024-02-19,1257,62888.66,48,2.77,127.6,99.4,86.17,3.79,2024-02
2024-02-20,1210,60507.88,50,2.01,173.4,99.59,85.81,3.0,2024-02
2024-02-21,1191,59579.18,55,2.42,129.5,99.34,86.72,2.65,2024-02
2024-02-22,1244,62243.58,46,2.1,173.3,99.16,78.58,3.2,2024-02
2024-02-23,1244,62205.57,63,2.57,140.0,99.64,78.61,2.36,2024-02
2024-02-24,1247,62385.32,41,2.71,121.6,100.0,86.9,3.59,2024-02
2024-02-25,1223,61154.41,51,2.83,161.4,99.54,92.87,2.01,2024-02
2024-02-26,1227,61376.71,45,2.9,100.8,99.65,84.49,2.83,2024-02
2024-02-27,1281,64093.48,48,2.5,184.2,99.38,77.28,3.47,2024-02
2024-02-28,1310,65522.39,61,2.9,159.6,99.4,80.3,2.54,2024-02
2024-02-29,1288,64431.16,57,2.06,178.4,99.72,82.28,2.8,2024-02
2024-03-01,1276,63800.85,61,2.5,132.6,99.25,92.34,3.04,2024-03
2024-03-02,1275,63784.16,62,2.97,142.2,99.64,81.76,3.42,2024-03
2024-03-03,1238,61923.91,54,2.59,185.5,100.0,82.06,3.18,2024-03
2024-03-04,1211,60575.11,53,2.03,142.7,99.33,92.95,3.08,2024-03
2024-03-05,1231,61570.96,59,2.32,131.2,99.33,85.68,3.56,2024-03
2024-03-06,1239,61981.8,44,3.15,148.3,99.67,80.69,3.17,2024-03
2024-03-07,1295,64772.49,57,2.39,149.4,99.02,83.47,2.48,2024-03
2024-03-08,1274,63725.49,62,2.09,135.9,99.53,90.09,3.61,2024-03
2024-03-09,1267,63387.31,52,2.13,132.6,100.0,83.72,2.58,2024-03
2024-03-10,1213,60665.59,59,2.49,196.4,99.87,89.1,2.9,2024-03
2024-03-11,1253,62684.54,50,2.54,115.8,99.31,90.53,3.52,2024-03
2024-03-12,1325,66271.02,52,2.49,162.2,100.0,86.8,3.28,2024-03
2024-03-13,1315,65758.93,67,2.39,185.6,99.53,89.05,2.66,2024-03
2024-03-14,1229,61483.92,53,2.59,186.4,99.39,81.86,2.23,2024-03
2024-03-15,1288,64410.06,44,2.41,146.8,99.39,78.36,2.17,2024-03
2024-03-16,1328,66440.49,51,2.48,184.3,99.36,91.58,3.43,2024-03
2024-03-17,1325,66299.86,48,2.93,150.3,100.0,81.68,2.6,2024-03
2024-03-18,1297,64897.11,57,2.22,145.5,99.29,80.54,2.78,2024-03
2024-03-19,1273,63659.05,55,2.74,158.5,99.59,82.67,2.6,2024-03
2024-03-20,1325,66296.56,55,2.41,157.8,99.38,84.22,2.69,2024-03
2024-03-21,1189,59453.19,62,2.05,140.7,99.42,85.62,3.12,2024-03
2024-03-22,1266,63347.3,51,2.66,138.6,98.63,78.73,3.99,2024-03
2024-03-23,1263,63175.93,47,2.36,140.9,99.56,98.0,3.03,2024-03
2024-03-24,1203,60167.84,55,2.83,138.6,99.73,86.67,2.68,2024-03
2024-03-25,1162,58138.39,54,2.92,170.6,98.96,89.71,3.06,2024-03
2024-03-26,1325,66272.78,52,2.98,162.9,99.54,90.26,2.63,2024-03
2024-03-27,1260,63009.29,46,2.58,154.6,99.43,89.39,4.17,2024-03
2024-03-28,1256,62822.42,45,2.75,141.6,99.38,90.92,3.58,2024-03
2024-03-29,1298,64934.0,58,2.07,145.7,99.29,88.35,3.11,2024-03
2024-03-30,1256,62845.23,48,2.66,189.1,99.73,84.17,3.27,2024-03
2024-03-31,1149,57479.8,40,2.66,175.7,99.51,87.23,3.41,2024-03
2024-04-01,1272,63646.61,52,2.04,128.6,99.5,90.56,3.75,2024-04
2024-04-02,1266,63332.55,56,2.42,165.0,100.0,93.83,2.86,2024-04
2024-04-03,1222,61114.97,49,2.87,172.2,99.37,98.0,2.79,2024-04
2024-04-04,1395,69768.04,56,2.25,157.9,99.23,87.47,1.94,2024-04
2024-04-05,1267,63362.01,56,2.81,159.8,99.37,88.37,3.05,2024-04
2024-04-06,1278,63945.6,60,1.67,163.7,99.68,81.38,2.49,2024-04
2024-04-07,1311,65556.94,60,2.11,139.5,99.6,89.96,2.52,2024-04
2024-04-08,1395,69778.57,57,2.57,151.2,99.19,91.64,3.24,2024-04
2024-04-09,1269,63476.24,65,2.68,139.7,99.73,78.05,2.65,2024-04
2024-04-10,1254,62701.22,48,2.45,175.1,99.62,79.29,3.77,2024-04
2024-04-11,1318,65922.21,61,3.51,119.9,99.33,83.07,3.5,2024-04
2024-04-12,1287,64354.45,51,1.86,176.9,99.76,86.81,2.37,2024-04
2024-04-13,1198,59918.23,50,2.39,146.1,100.0,83.48,2.89,2024-04
2024-04-14,1339,66950.1,57,2.5,136.1,99.8,81.1,3.6,2024-04
2024-04-15,1312,65639.97,55,2.45,171.8,99.52,85.26,3.42,2024-04
2024-04-16,1296,64816.27,56,2.32,132.9,100.0,87.36,2.26,2024-04
2024-04-17,1231,61596.7,57,2.43,119.4,99.65,88.71,2.54,2024-04
2024-04-18,1276,63846.88,50,2.57,178.6,99.66,83.35,3.69,2024-04
2024-04-19,1304,65204.71,56,2.51,157.1,99.49,92.63,2.75,2024-04
2024-04-20,1290,64547.26,55,2.52,193.7,99.75,85.47,3.04,2024-04
2024-04-21,1302,65122.86,46,2.71,131.8,99.36,87.32,2.59,2024-04
2024-04-22,1254,62710.16,42,2.91,145.5,98.9,82.67,3.31,2024-04
2024-04-23,1331,66578.95,55,2.35,139.1,99.51,87.11,4.38,2024-04
2024-04-24,1233,61658.27,46,2.26,131.8,99.01,85.62,2.04,2024-04
2024-04-25,1307,65385.81,54,2.15,147.1,99.14,92.87,2.29,2024-04
2024-04-26,1318,65923.75,48,2.6,137.8,99.41,81.47,3.58,2024-04
2024-04-27,1317,65887.92,61,2.55,179.3,99.21,81.75,3.27,2024-04
2024-04-28,1210,60510.0,51,2.7,180.3,99.18,82.74,2.13,2024-04
2024-04-29,1352,67611.09,50,2.17,156.1,99.91,84.2,2.3,2024-04
2024-04-30,1259,62970.02,55,2.67,152.4,99.13,87.72,3.54,2024-04
2024-05-01,1269,63456.7,57,2.22,136.0,99.42,79.83,2.12,2024-05
2024-05-02,1288,64401.35,46,2.63,167.4,99.16,91.43,3.1,2024-05
2024-05-03,1289,64471.22,53,2.41,143.6,99.1,82.62,2.7,2024-05
2024-05-04,1220,61002.66,60,3.01,152.1,99.11,85.16,3.86,2024-05
2024-05-05,1268,63446.76,56,2.49,146.7,99.1,79.66,1.83,2024-05
2024-05-06,1364,68220.69,56,2.56,139.5,100.0,88.89,2.99,2024-05
2024-05-07,1422,71113.96,41,2.18,180.5,99.28,80.4,2.73,2024-05
2024-05-08,1339,66972.64,46,2.85,157.0,100.0,87.29,3.45,2024-05
2024-05-09,1220,61020.42,45,2.2,167.1,99.48,91.88,3.44,2024-05
2024-05-10,1238,61906.6,57,2.57,193.2,99.56,84.84,2.73,2024-05
2024-05-11,1223,61171.73,58,2.51,159.0,100.0,85.68,2.6,2024-05
2024-05-12,1196,59829.85,46,2.56,118.6,99.57,80.35,4.11,2024-05
2024-05-13,1220,61048.88,58,2.87,159.1,99.58,81.19,2.3,2024-05
2024-05-14,1228,61420.74,46,2.46,175.0,100.0,83.61,2.84,2024-05
2024-05-15,1266,63306.46,48,2.29,144.8,99.74,84.91,3.08,2024-05
2024-05-16,1268,63402.63,51,2.48,149.9,100.0,84.83,2.69,2024-05
2024-05-17,1251,62550.85,49,2.63,136.8,99.68,83.35,3.45,2024-05
2024-05-18,1259,62992.42,58,2.18,131.8,99.44,82.94,3.42,2024-05
2024-05-19,1193,59695.52,56,2.42,159.6,99.42,86.18,3.33,2024-05
2024-05-20,1266,63328.37,63,2.12,133.3,99.8,87.59,2.41,2024-05
2024-05-21,1177,58883.63,68,2.8,160.4,99.42,88.09,3.38,2024-05
2024-05-22,1260,63041.55,59,2.14,148.7,99.41,81.65,2.67,2024-05
2024-05-23,1418,70941.64,51,2.7,149.9,99.2,92.31,3.31,2024-05
2024-05-24,1235,61757.44,43,2.82,135.9,99.46,91.38,3.27,2024-05
2024-05-25,1315,65791.95,49,2.45,144.3,99.46,82.2,3.15,2024-05
2024-05-26,1231,61563.99,41,2.63,125.9,100.0,86.93,1.95,2024-05
2024-05-27,1272,63647.13,65,2.57,124.7,99.28,85.97,2.87,2024-05
2024-05-28,1233,61689.11,53,2.04,167.2,99.61,87.42,2.78,2024-05
2024-05-29,1253,62663.08,51,2.85,164.5,99.93,86.57,2.31,2024-05
2024-05-30,1250,62542.34,60,2.98,147.0,99.42,84.13,2.79,2024-05
2024-05-31,1274,63732.66,50,2.01,169.5,99.71,88.39,2.84,2024-05
2024-06-01,1271,63591.31,67,2.4,155.0,99.19,85.42,1.9,2024-06
2024-06-02,1284,64209.49,47,2.31,152.6,99.47,90.15,3.07,2024-06
2024-06-03,1245,62256.73,52,2.45,137.1,99.16,82.38,2.85,2024-06
2024-06-04,1310,65528.89,49,2.87,164.2,99.4,83.65,3.7,2024-06
2024-06-05,1221,61082.11,52,2.0,164.9,99.82,77.75,3.11,2024-06
2024-06-06,1197,59851.55,51,2.99,180.4,99.49,84.47,3.2,2024-06
2024-06-07,1289,64471.59,57,2.44,140.5,99.16,82.36,3.57,2024-06
2024-06-08,1246,62300.3,43,2.77,139.4,98.93,74.61,3.72,2024-06
2024-06-09,1224,61224.74,61,2.73,165.2,99.66,80.96,3.55,2024-06
2024-06-10,1115,55780.18,51,2.75,149.6,99.77,89.37,3.27,2024-06
2024-06-11,1182,59112.65,49,2.01,143.5,98.69,76.67,2.39,2024-06
2024-06-12,1264,63214.6,55,2.56,173.5,99.89,81.39,2.96,2024-06
2024-06-13,1152,57615.97,64,2.32,153.8,99.88,90.87,3.02,2024-06
2024-06-14,1283,64173.76,59,2.14,147.6,99.32,82.08,3.74,2024-06
2024-06-15,1186,59305.14,53,2.74,165.9,99.53,84.7,2.07,2024-06
2024-06-16,1136,56836.52,56,2.59,167.2,99.29,74.85,2.1,2024-06
2024-06-17,1178,58926.64,45,3.04,175.7,99.37,86.9,2.6,2024-06
2024-06-18,1214,60713.91,54,2.23,136.6,100.0,84.1,3.01,2024-06
2024-06-19,1105,55271.09,57,2.45,159.2,99.75,82.54,3.73,2024-06
2024-06-20,1187,59394.3,51,2.17,156.7,99.34,74.15,2.1,2024-06
2024-06-21,1256,62818.12,53,2.31,130.7,99.6,84.05,3.2,2024-06
2024-06-22,1191,59570.35,40,2.22,149.5,99.35,79.87,2.65,2024-06
2024-06-23,1232,61642.95,43,2.12,148.9,99.18,81.87,2.88,2024-06
2024-06-24,1185,59291.54,52,2.15,139.8,98.92,78.34,2.93,2024-06
2024-06-25,1203,60150.36,48,2.25,134.2,99.75,83.47,3.14,2024-06
2024-06-26,1286,64313.22,52,2.54,150.8,99.35,85.81,4.03,2024-06
2024-06-27,1241,62084.89,53,1.85,157.8,99.89,96.87,2.61,2024-06
2024-06-28,1283,64178.46,45,2.34,120.3,99.69,88.15,2.53,2024-06
2024-06-29,1217,60868.53,42,3.17,159.4,99.62,87.25,2.64,2024-06
2024-06-30,1134,56709.85,58,2.85,157.2,99.65,77.67,2.61,2024-06
2024-07-01,1153,57685.6,43,2.6,133.2,98.67,85.39,2.93,2024-07
2024-07-02,1234,61741.59,56,2.23,185.1,99.32,89.25,3.39,2024-07
2024-07-03,1291,64566.87,59,2.88,151.5,99.82,92.71,2.16,2024-07
2024-07-04,1183,59181.03,57,2.83,154.1,99.01,95.13,3.17,2024-07
2024-07-05,1129,56460.39,46,2.6,142.1,99.62,86.61,3.03,2024-07
2024-07-06,1202,60127.27,48,2.28,156.8,99.04,84.91,3.3,2024-07
2024-07-07,1187,59353.22,42,2.03,130.7,98.64,86.22,2.95,2024-07
2024-07-08,1152,57638.22,47,2.8,140.4,99.19,90.19,3.3,2024-07
2024-07-09,1049,52460.79,46,2.55,126.8,99.61,76.17,2.84,2024-07
2024-07-10,1170,58536.63,51,2.38,140.9,98.82,90.97,2.74,2024-07
2024-07-11,1143,57199.26,44,2.63,175.3,99.77,82.69,3.08,2024-07
2024-07-12,1128,56416.13,63,2.67,122.1,99.52,83.03,3.19,2024-07
2024-07-13,1158,57916.19,49,2.65,137.0,99.43,85.0,3.83,2024-07
2024-07-14,1136,56803.89,55,2.25,142.3,99.15,78.83,3.48,2024-07
2024-07-15,1129,56482.8,42,2.93,131.7,99.41,81.3,3.77,2024-07
2024-07-16,1175,58777.18,50,2.47,132.6,99.84,94.55,1.7,2024-07
2024-07-17,1147,57399.4,53,2.36,155.5,99.93,86.62,2.27,2024-07
2024-07-18,1086,54300.45,43,2.26,108.0,99.61,97.53,2.92,2024-07
2024-07-19,1124,56200.82,48,2.3,162.4,99.86,83.43,2.84,2024-07
2024-07-20,1245,62297.72,53,2.27,153.8,99.61,95.19,2.73,2024-07
2024-07-21,1111,55552.52,63,2.39,145.7,99.75,78.29,2.58,2024-07
2024-07-22,1178,58940.33,59,2.63,119.2,99.45,92.81,2.52,2024-07
2024-07-23,1128,56427.46,63,2.71,146.2,99.4,84.48,2.44,2024-07
2024-07-24,1132,56636.07,61,2.21,176.3,99.85,86.2,2.72,2024-07
2024-07-25,1194,59703.39,49,2.43,143.7,98.81,85.3,2.87,2024-07
2024-07-26,1139,56983.62,58,2.49,145.2,99.17,84.59,2.94,2024-07
2024-07-27,1139,56970.42,47,2.08,129.4,98.77,85.7,1.98,2024-07
2024-07-28,1147,57353.29,49,2.36,153.0,99.93,82.95,3.14,2024-07
2024-07-29,1103,55195.41,48,2.5,176.9,99.86,79.01,3.35,2024-07
2024-07-30,1085,54299.12,41,2.77,143.9,99.72,82.35,3.09,2024-07
2024-07-31,1197,59866.6,49,2.82,156.3,99.67,82.0,2.93,2024-07
2024-08-01,1106,55346.63,52,2.23,157.1,99.31,81.44,3.49,2024-08
2024-08-02,1198,59948.16,46,2.97,137.1,99.58,81.18,2.23,2024-08
2024-08-03,1081,54054.33,51,2.23,147.1,99.55,75.53,3.11,2024-08
2024-08-04,1174,58709.04,57,2.54,128.0,99.34,82.71,3.31,2024-08
2024-08-05,1095,54752.22,59,2.3,156.0,99.57,87.63,2.48,2024-08
2024-08-06,1134,56733.52,62,2.81,180.4,99.73,82.17,3.1,2024-08
2024-08-07,1144,57226.72,63,2.58,114.5,99.53,77.46,3.48,2024-08
2024-08-08,1075,53758.86,63,2.33,150.7,99.08,87.24,2.67,2024-08
2024-08-09,1121,56096.65,49,2.49,188.4,100.0,95.44,3.34,2024-08
2024-08-10,1063,53195.43,52,2.79,159.1,99.69,80.86,3.46,2024-08
2024-08-11,1088,54447.41,54,2.62,149.9,99.64,91.65,2.81,2024-08
2024-08-12,1101,55088.28,60,2.15,141.0,99.02,87.36,3.03,2024-08
2024-08-13,1111,55561.06,59,2.8,142.4,99.77,79.58,3.03,2024-08
2024-08-14,1120,56013.56,44,2.85,132.4,100.0,80.84,3.1,2024-08
2024-08-15,1123,56186.78,51,2.69,179.2,99.26,85.44,3.16,2024-08
2024-08-16,1113,55676.96,45,2.14,139.4,100.0,82.32,2.9,2024-08
2024-08-17,1005,50277.55,45,2.81,164.1,99.77,83.48,3.24,2024-08
2024-08-18,1213,60666.64,57,2.25,145.2,99.39,87.45,2.23,2024-08
2024-08-19,1053,52668.7,47,2.29,161.5,99.09,79.04,2.53,2024-08
2024-08-20,1152,57632.08,59,1.83,169.6,99.51,88.16,3.09,2024-08
2024-08-21,1052,52601.06,52,1.97,121.8,99.94,91.69,3.06,2024-08
2024-08-22,1147,57381.97,31,2.31,160.2,99.05,83.6,2.3,2024-08
2024-08-23,1180,59020.37,47,2.93,138.6,99.85,80.34,3.13,2024-08
2024-08-24,1085,54292.04,54,2.57,100.9,99.9,83.38,2.81,2024-08
2024-08-25,1112,55617.75,49,2.76,144.7,98.66,92.87,2.42,2024-08
2024-08-26,1157,57877.66,62,2.38,156.1,99.58,90.98,3.1,2024-08
2024-08-27,1106,55310.78,52,2.47,153.7,99.56,84.66,3.3,2024-08
2024-08-28,1130,56522.65,62,2.01,113.1,99.26,85.15,2.71,2024-08
2024-08-29,1135,56750.17,47,2.73,154.7,99.08,89.56,2.73,2024-08
2024-08-30,1141,57063.09,65,2.07,146.1,99.95,94.53,3.23,2024-08
2024-08-31,1060,53007.67,43,2.77,177.1,99.33,91.0,2.42,2024-08
2024-09-01,1078,53916.78,49,2.55,166.3,99.48,94.47,2.59,2024-09
2024-09-02,1148,57418.87,55,2.64,129.3,99.28,91.35,2.36,2024-09
2024-09-03,1125,56258.64,49,2.52,162.3,99.43,87.57,2.36,2024-09
2024-09-04,1119,55994.13,57,2.51,158.0,99.63,82.93,2.15,2024-09
2024-09-05,1177,58882.97,66,2.6,169.1,99.41,84.83,3.01,2024-09
2024-09-06,1118,55911.57,54,2.82,134.9,99.47,83.94,2.85,2024-09
2024-09-07,1244,62214.38,51,3.44,145.1,99.56,83.96,2.74,2024-09
2024-09-08,1090,54507.61,54,2.75,134.6,99.52,81.72,3.53,2024-09
2024-09-09,1136,56805.18,55,2.48,147.6,99.83,88.62,2.87,2024-09
2024-09-10,1112,55613.43,61,3.17,152.6,99.61,93.73,2.42,2024-09
2024-09-11,1217,60878.35,55,2.26,177.5,99.68,90.55,2.72,2024-09
2024-09-12,1128,56418.51,37,2.5,161.7,99.36,90.13,3.1,2024-09
2024-09-13,1177,58860.48,59,3.04,133.7,99.27,85.78,3.49,2024-09
2024-09-14,1124,56233.26,57,2.8,142.8,99.42,81.5,4.28,2024-09
2024-09-15,1080,54020.77,51,2.23,155.7,99.46,88.09,2.81,2024-09
2024-09-16,1121,56078.75,67,2.49,128.7,99.88,81.45,2.79,2024-09
2024-09-17,1130,56527.58,46,2.73,147.4,99.46,74.98,3.12,2024-09
2024-09-18,1156,57838.92,43,2.62,169.0,99.53,79.3,3.0,2024-09
2024-09-19,1149,57480.09,56,2.54,142.3,100.0,83.66,3.23,2024-09
